record_type,ring_no,scheme,scheme2,ring_no2,species_name,age,pulli_ringed,pulli_alive,sex,sexing_method,provisional_sex,breeding_condition,visit_date,capture_time,location_name,gridRef,habitat_1,habitat_2,status_code_1,status_code_2,lure_code_1,lure_code_2,wing_length,weight,date_measured,time_w,condition,moult_code,alula,old_greater_coverts,primary_moult,primary_covert_moult_scores,secondary_moult_scores,finding_condition,finding_circumstances,capture_method,metal_mark_info,ringer_initials,ringer_check_initials,processor_initials,extractor_initials,wing_initials,colour_mark_info,metal_mark_position,fatCombined,pectoral_muscle,body_moult,greater_covert_moult_scores,alula_moult_scores,carpal_covert_moult,wing_point,primary_length,bill_length_method,bill_length,head_bill_length,bill_depth_method,bill_depth,tarsus_length_method,tail_moult_scores,tarsus_length,tail_length,claw_length,plumage,tail_diff,lesser_median_covert_moult,underwing_covert_moult,head_moult,upperparts_moult,underparts_moult,permit_no,pullus_stage,extra_text,date_accuracy,left_leg_below,right_leg_below,left_leg_above,right_leg_above,neck_collar,left_wing_tag,right_wing_tag,nasal_saddle,sample_processed,high_tide_time,finder_name,own,own2,userc1,userc2,email,userc3,userc4,userc5,userv1,userv2,userv3,userv4,userv5,l_primary_moult_scores,l_secondary_moult_scores,l_tail_moult_scores,l_primary_covert_moult_scores,l_greater_covert_moult_scores,l_carpal_covert_moult,l_alula_moult_scores,toe_span
N,AZJ0217,GBT,,,Coal Tit,5,,,M,C,U,C,14/04/2020,07:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,60,8.6,14/04/2020,07:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF28098,GBT,,,Dunnock,4,,,M,C,U,C,14/04/2020,06:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,71,20.7,14/04/2020,06:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,LK63855,GBT,,,Blackbird,5,,,M,P,U,C,14/04/2020,05:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,127,78.3,14/04/2020,05:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ0215,GBT,,,Robin,5,,,F,B,U,3,14/04/2020,05:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,70,16.5,14/04/2020,05:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,AZJ2200,GBT,,,Goldfinch,5,,,F,P,U,0,12/04/2020,14:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,75,14.5,12/04/2020,14:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF29300,GBT,,,Greenfinch,6,,,M,P,U,C,12/04/2020,14:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,88,26.5,12/04/2020,14:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,AZJ0701,GBT,,,Blue Tit,5,,,F,B,U,1,12/04/2020,11:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,65,11.4,12/04/2020,11:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,LRL230,GBT,,,Goldcrest,5,,,M,P,U,0,12/04/2020,07:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,54,4.9,12/04/2020,07:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,LRL234,GBT,,,Goldcrest,5,,,M,P,U,C,10/04/2020,17:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,53,5.8,10/04/2020,17:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,EA48278,GBT,,,Ring-necked Parakeet,6,,,F,B,U,1,10/04/2020,17:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,175,147,10/04/2020,17:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,LL57430,GBT,,,Blackbird,5,,,M,P,U,C,10/04/2020,09:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,132,98.7,10/04/2020,09:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ2199,GBT,,,Goldfinch,5,,,F,P,U,0,10/04/2020,08:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,76,14.9,10/04/2020,08:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ2198,GBT,,,Goldfinch,6,,,M,P,U,C,10/04/2020,08:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,80,16.4,10/04/2020,08:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ2197,GBT,,,Great Tit,5,,,F,P,U,0,10/04/2020,08:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,72,18.2,10/04/2020,08:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,AZJ2182,GBT,,,Coal Tit,5,,,M,C,U,C,10/04/2020,18:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,63,9.3,10/04/2020,18:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,LL57388,GBT,,,Blackbird,6,,,M,P,U,C,10/04/2020,07:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,133,93,10/04/2020,07:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ0201,GBT,,,Robin,5,,,M,C,U,C,10/04/2020,18:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,74,21,10/04/2020,18:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,AZJ0216,GBT,,,Blue Tit,6,,,F,B,U,2,10/04/2020,15:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,62,11.9,10/04/2020,15:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,KKK502,GBT,,,Chiffchaff,4,,,M,C,U,C,10/04/2020,15:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,60,7.7,10/04/2020,15:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,KKK505,GBT,,,Wren,5,,,M,C,U,C,10/04/2020,14:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,50,10.7,10/04/2020,14:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,AZJ0215,GBT,,,Robin,5,,,F,B,U,3,10/04/2020,12:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,70,18.3,10/04/2020,12:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,LK63858,GBT,,,Blackbird,5,,,M,P,U,C,10/04/2020,12:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,125,84.7,10/04/2020,12:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0214,GBT,,,Blackcap,5,,,M,C,U,1,10/04/2020,10:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,73,17.3,10/04/2020,10:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0213,GBT,,,Blackcap,5,,,F,P,U,2,10/04/2020,10:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,74,16.4,10/04/2020,10:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0212,GBT,,,Blackcap,5,,,F,P,U,1,10/04/2020,10:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,73,17.4,10/04/2020,10:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0496,GBT,,,Goldfinch,6,,,M,P,U,0,05/04/2020,08:00,"WELC (Offham, West Malling)",TQ6557,F3,--,U,U,U,U,78,16.4,05/04/2020,08:00,N,,,,,,,0,--,M,N,KJP,-,KJP,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0495,GBT,,,Blue Tit,5,,,F,B,U,1,04/04/2020,10:00,"WELC (Offham, West Malling)",TQ6557,F3,--,U,U,U,U,62,10.2,04/04/2020,10:00,N,,,,,,,0,--,M,N,KJP,-,KJP,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,TZ58475,GBT,,,Dunnock,4,,,M,C,U,C,04/04/2020,09:00,"WELC (Offham, West Malling)",TQ6557,F3,--,U,U,U,U,72,20.6,04/04/2020,09:00,N,,,,,,,8,20,M,-,-,-,KJP,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,S258248,GBT,,,Blue Tit,6,,,U,U,U,0,03/04/2020,10:00,"WELC (Offham, West Malling)",TQ6557,F3,--,U,U,U,U,64,10.5,03/04/2020,10:00,N,,,,,,,8,20,M,-,-,-,KJP,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,LJ41457,GBT,,,Blackbird,5,,,M,P,U,C,03/04/2020,10:00,"WELC (Offham, West Malling)",TQ6557,F3,--,U,U,U,U,130,82.5,03/04/2020,10:00,N,,,,,,,0,--,M,N,KJP,-,KJP,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,AHB0815,GBT,,,Blue Tit,6,,,U,U,U,0,03/04/2020,09:00,"WELC (Offham, West Malling)",TQ6557,F3,--,U,U,U,U,63,10.9,03/04/2020,09:00,N,,,,,,,8,20,M,-,-,-,KJP,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,AZJ0494,GBT,,,Blackcap,5,,,M,P,U,0,03/04/2020,09:00,"WELC (Offham, West Malling)",TQ6557,F3,--,U,U,U,U,77,18.8,03/04/2020,09:00,N,,,,,,,0,--,M,N,KJP,-,KJP,-,,-,U,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,AHB0834,GBT,,,Robin,6,,,M,C,U,C,03/04/2020,09:00,"WELC (Offham, West Malling)",TQ6557,F3,--,U,U,U,U,78,20.4,03/04/2020,09:00,N,,,,,,,8,20,M,-,-,-,KJP,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,LJ41456,GBT,,,Starling,4,,,M,P,U,C,03/04/2020,08:00,"WELC (Offham, West Malling)",TQ6557,F3,--,U,U,U,U,131,,,,N,,,,,,,0,--,M,N,KJP,-,KJP,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0493,GBT,,,Blue Tit,5,,,U,U,U,0,08/03/2020,09:00,"WELC (Offham, West Malling)",TQ6557,F3,--,U,U,U,U,62,10.8,08/03/2020,09:00,N,,,,,,,0,--,M,N,KJP,-,KJP,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0492,GBT,,,Blue Tit,5,,,U,U,U,0,08/03/2020,09:00,"WELC (Offham, West Malling)",TQ6557,F3,--,U,U,U,U,63,10.8,08/03/2020,09:00,N,,,,,,,0,--,M,N,KJP,-,KJP,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,ANE8959,GBT,,,Blue Tit,5,,,U,U,U,0,08/03/2020,09:00,"WELC (Offham, West Malling)",TQ6557,F3,--,U,U,U,U,62,10.2,08/03/2020,09:00,N,,,,,,,8,20,M,-,-,-,KJP,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE8971,GBT,,,Blue Tit,5,,,U,U,U,0,08/03/2020,08:00,"WELC (Offham, West Malling)",TQ6557,F3,--,U,U,U,U,,,,,N,,,,,,,8,20,M,-,-,-,KJP,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,AZJ0211,GBT,,,Blue Tit,5,,,F,B,U,1,10/04/2020,08:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,60,10.9,10/04/2020,08:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0210,GBT,,,Great Tit,5,,,F,P,U,2,10/04/2020,08:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,72,17.5,10/04/2020,08:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,AZJ0204,GBT,,,Great Tit,5,,,M,P,U,C,10/04/2020,08:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,76,18.3,10/04/2020,08:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,KKK508,GBT,,,Wren,5,,,U,U,U,0,10/04/2020,07:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,48,10.7,10/04/2020,07:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,ABJ1037,GBT,,,Blue Tit,5,,,M,P,U,C,10/04/2020,06:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,63,10,10/04/2020,06:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AHB2181,GBT,,,Blue Tit,6,,,M,P,U,C,10/04/2020,06:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,,,,,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,S945082,GBT,,,Robin,6,,,M,P,U,C,10/04/2020,06:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,75,18.4,10/04/2020,06:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,Z814507,GBT,,,Great Tit,6,,,M,P,U,C,10/04/2020,05:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,78,19.1,10/04/2020,05:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,NF29299,GBT,,,Greenfinch,5,,,M,P,U,0,07/04/2020,11:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,88,28.2,07/04/2020,11:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,EA48277,GBT,,,Ring-necked Parakeet,6,,,U,U,U,0,07/04/2020,09:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,177,149.2,07/04/2020,09:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,FH62412,GBT,,,Woodpigeon,6,,,U,U,U,0,07/04/2020,07:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,250,500,07/04/2020,07:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ2196,GBT,,,Goldfinch,5,,,U,U,U,0,07/04/2020,11:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,78,16,07/04/2020,11:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ2195,GBT,,,Goldfinch,6,,,F,P,U,0,07/04/2020,11:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,76,16.9,07/04/2020,11:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ2194,GBT,,,Great Tit,5,,,F,P,U,0,07/04/2020,07:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,74,17.4,07/04/2020,07:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,S946289,GBT,,,Blue Tit,6,,,U,U,U,0,07/04/2020,07:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,64,10.9,07/04/2020,07:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,LRL233,GBT,,,Goldcrest,5,,,F,P,U,0,05/04/2020,10:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,51,5,05/04/2020,10:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,LRL232,GBT,,,Firecrest,5,,,M,P,U,0,05/04/2020,07:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,55,5.6,05/04/2020,07:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ2193,GBT,,,Goldfinch,6,,,F,P,U,0,05/04/2020,07:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,77,14.7,05/04/2020,07:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NY01906,GBT,,,House Sparrow,4,,,M,P,U,0,05/04/2020,11:00,"WMRG (Windmill Road, Gillingham )",TQ7767,F1,--,U,U,U,U,80,26.2,05/04/2020,11:00,N,O,,,,,,0,--,M,N,GJH,-,GJH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,S258125,GBT,,,Robin,4,,,U,U,U,0,05/04/2020,11:00,"WMRG (Windmill Road, Gillingham )",TQ7767,F1,--,U,U,U,U,,21.9,05/04/2020,11:00,N,,,,,,,0,--,M,N,GJH,-,GJH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,S258124,GBT,,,Blue Tit,6,,,F,S,U,0,05/04/2020,11:00,"WMRG (Windmill Road, Gillingham )",TQ7767,F1,--,U,U,U,U,61,9.4,05/04/2020,11:00,N,O,,,,,,0,--,M,N,GJH,-,GJH,-,,-,U,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,Z814507,GBT,,,Great Tit,6,,,M,C,U,C,04/04/2020,16:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,78,20.1,04/04/2020,16:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,S946904,GBT,,,Robin,6,,,M,C,U,0,03/04/2020,09:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,78,20.2,03/04/2020,09:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,AZJ2192,GBT,,,Blue Tit,6,,,F,P,U,0,03/04/2020,08:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,62,10.6,03/04/2020,08:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF29298,GBT,,,Greenfinch,6,,,F,P,U,0,03/04/2020,08:00,"SHO (Shorne, Gravesend)",TQ6970,F3,--,U,U,U,U,85,26.1,03/04/2020,08:00,N,O,,,,,,0,--,M,N,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0209,GBT,,,Bullfinch,5,,,M,P,U,C,04/04/2020,13:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,80,23.7,04/04/2020,13:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,NF28021,GBT,,,Dunnock,4,,,M,C,U,C,04/04/2020,12:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,71,20.7,04/04/2020,12:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,AZJ0208,GBT,,,Blackcap,4,,,M,P,U,C,04/04/2020,12:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,75,19.6,04/04/2020,12:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0207,GBT,,,Bullfinch,6,,,M,P,U,C,04/04/2020,11:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,80,24.3,04/04/2020,11:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,KKK507,GBT,,,Chiffchaff,4,,,U,U,U,0,04/04/2020,09:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,55,7,04/04/2020,09:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,LK63857,GBT,,,Blackbird,5,,,F,P,U,2,04/04/2020,08:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,129,92.4,04/04/2020,08:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
